,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
996,Volition Beauty,Snow Mushroom Water Serum,62.0,219,10486,4.484,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,2.05,62.0
997,Peter Thomas Roth,PROfessional Strength 40% Triple Acid Peel,88.0,246,12813,4.0041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.63,
998,Murad,Acne Body Wash,43.0,327,14397,4.1346,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,1.26,5.06
999,Peter Thomas Roth,Peptide 21™ Amino Acid Exfoliating Peel Pads,52.0,351,1300,4.6923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.34,
1000,Dr. Dennis Gross Skincare,Ferulic + Retinol Wrinkle Recovery Overnight Serum,88.0,78,10538,4.2564,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.74,5.46,88.0
1001,Guerlain,Midnight Secret Late Night Recovery Treatment,29.5,27,17527,4.1852,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,15.5,59.0
1002,Caudalie,Resveratrol Lift Firming Serum,82.0,74,9091,4.3108,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,5.83,82.0
1003,Perricone MD,Vitamin C Ester Brightening Serum,69.0,403,8576,4.4839,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1.11,69.0
1004,belif,Hungarian Water Essence,42.0,337,21305,4.2641,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.58,1.27,16.6
1005,The Ordinary,Argireline Solution 10%,7.9,8,3742,3.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,43.75,7.9
1006,AMOREPACIFIC,Youth Revolution Vitamin C Radiance Concentrator,250.0,7,618,4.2857,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,61.22,250.0
1007,Volition Beauty,Apple Cider Vinegar Resurfacing Peel Pads,64.0,48,2734,4.5833,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,9.55,
1008,IT Cosmetics,Bye Bye Pores Primer™ Oil-Free Poreless Skin-Perfecting Serum Primer,38.0,177,13571,3.6271,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.05,38.0
1009,Josie Maran,Pure Argan Milk™ Intensive Hydrating Treatment,56.0,988,32303,4.0445,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0.41,56.0
1010,Dior,One Essential Skin Boosting Super Serum,100.0,23,4200,4.7391,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,20.6,100.0
1011,IT Cosmetics,Bye Bye Lines Serum™ Advanced Anti-Aging Wrinkle-Smoothing Miracle Concentrate,58.0,63,8402,4.0159,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,6.37,58.0
1012,Dermalogica,Ultracalming Serum Concentrate,60.0,8,1075,4.875,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,60.94,46.15
1013,Kiehl's Since 1851,Hydro-Plumping Re-Texturizing Serum Concentrate,59.0,62,10699,4.3065,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,6.95,34.71
1014,FARSÁLI,Volcanic Elixir Polynesian Beauty Oil,39.0,627,21962,4.4577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.71,39.0
1015,REN Clean Skincare,Keep Young And Beautiful™ Instant Firming Beauty Shot,56.0,214,12620,4.014,1.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.88,54.9
1016,SUNDAY RILEY,Saturn Sulfur Acne Treatment Mask,55.0,346,26857,4.2197,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.22,27.5
1018,LightStim ,Lightstim® for Acne,169.0,6,2259,4.3333,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,72.22,
1019,Lancôme,Visionnaire Advanced Skin Corrector Serum,116.0,138,9847,4.2029,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3.05,68.24
1020,REN Clean Skincare,Evercalm™ Anti-Redness Serum,50.0,147,10279,3.8231,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,2.6,49.02
1021,La Mer,The Perfecting Treatment,245.0,23,2707,4.6522,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,20.23,144.12
1022,Naturally Serious,Supercharge Anti-Oxidant Moisture Serum,56.0,18,1250,4.2778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,23.77,56.0
1023,CLINIQUE,Acne Solutions Clarifying Lotion,17.0,891,25815,4.44,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0.5,2.54
1024,Youth To The People,Superfood Firm and Brighten Vitamin C Serum,62.0,102,11724,3.9608,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,3.88,62.0
1025,Peter Thomas Roth,Acne-Clear Invisible Dots,30.0,435,19184,3.5563,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0.82,
1026,KORRES,Wild Rose 15% Vitamin C Spotless Serum,75.0,79,10205,3.8987,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,4.94,74.26
1027,Kate Somerville,EradiKate® Salicylic Acid Acne Treatment,58.0,37,3648,4.3784,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,11.83,58.0
1028,Jack Black,Protein Booster Skin Serum,62.0,55,4113,4.6909,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.34,8.53,31.0
1029,Shiseido,White Lucent MicroTargeting Spot Corrector,135.0,60,6700,3.3333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5.56,135.0
1030,Neogen Dermalogy,Bio-Peel Gauze Peeling - Green Tea,27.0,201,17139,4.6716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,2.32,
1031,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,55.0,117,16210,4.4786,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,3.83,55.0
1033,Caudalie,Premier Cru Serum,150.0,78,5565,4.0769,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.23,150.0
1035,Murad,Pure Skin® Clarifying Dietary Supplement,50.0,498,11164,4.1104,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.83,
1036,Shiseido,Future Solution LX Intensive Firming Contour Serum,306.0,4,652,4.25,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,106.25,191.25
1037,Kate Somerville,Breakout Fighters,55.0,14,5132,4.2857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,30.61,
1038,NuFACE,Prep-N-Glow™ Cloths,20.0,135,8898,4.7556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,3.52,
1039,Perricone MD,Neuropeptide Smoothing Facial Conformer,495.0,24,1372,4.25,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,17.71,247.5
1040,Omorovicza,Acid Fix AHA BHA Treatment,125.0,16,4388,4.9375,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,30.86,125.0
1041,Murad,Rapid Resurfacing Peel,46.0,59,8879,4.661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,7.9,
1042,Murad,Post-Acne Spot Lightening Gel,67.0,452,17234,3.7367,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.83,67.0
1043,Naturally Serious,Get Even Cold-Pressed Peel Pads,38.0,28,2431,4.5357,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,16.2,
1044,Proactiv,"ProactivMD 3-Piece Kit, 30 Day Introductory Size",35.0,334,1967,4.2575,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98,1.27,
1045,Estée Lauder,Perfectionist CP+R Wrinkle Lifting/Firming Serum,98.0,70,11193,4.2714,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,6.1,57.65
1046,Dr. Dennis Gross Skincare,Ferulic + Retinol Wrinkle Recovery Peel,88.0,150,11010,4.38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,2.92,
1047,Algenist,POWER Recharging Night Pressed Serum,95.0,164,7961,4.3841,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,2.67,47.5
1048,The Ordinary,Mandelic Acid 10% + HA,6.7,4,3725,4.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,112.5,6.7
1049,Guerlain,Abeille Royale Daily Repair Serum,150.0,18,4043,3.7222,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,20.68,150.0
1050,Murad,Outsmart Acne Clarifying Treatment,44.0,161,4040,4.3106,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,2.68,25.88
1051,Estée Lauder,Idealist Pore Minimizing Skin Refinisher,86.0,67,7929,3.9851,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,5.95,50.59
1052,First Aid Beauty,FAB Skin Lab Retinol Serum 0.25% Pure Concentrate,58.0,64,9955,4.0625,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,6.35,58.0
1053,Alpha-H,Liquid Gold,60.0,6,1451,4.8333,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,80.56,17.75
1054,Private Doctor,Minus Serum,49.0,115,7861,4.4522,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,3.87,37.69
1055,Murad,Advanced Acne & Wrinkle Reducer,54.0,64,6729,4.0938,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,6.4,54.0
1056,Herbivore,Prism Exfoliating Glow Potion,62.0,190,24378,4.1947,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,2.21,62.0
1057,Fresh,Black Tea Age-Delay Firming Serum,75.0,75,9281,3.96,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,5.28,75.0
1058,CLINIQUE,Blackhead Solutions 7 Day Deep Pore Cleanse & Scrub,24.0,461,8065,4.1866,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0.91,5.71
1059,CLINIQUE,Repairwear Laser Focus ,50.0,652,10881,4.1258,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0.63,50.0
1060,REN Clean Skincare,Perfect Canvas Skin Finishing Serum,55.0,342,9081,4.5322,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,1.33,53.92
1061,Tata Harper,Rejuvenating Serum,110.0,175,5634,3.56,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,2.03,110.0
1063,Lancer,Younger® Pure Youth Serum with MIMIXYL™,275.0,4,1685,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,125.0,275.0
1065,CLINIQUE,Even Better Clinical Dark Spot Corrector & Optimizer,50.0,50,6077,3.02,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,6.04,50.0
1067,Algenist,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,118.0,210,8048,3.9429,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,1.88,118.0
1068,Tata Harper,Retinoic Nutrient Face Oil,48.0,51,6082,4.3726,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,8.57,145.45
1069,The Ordinary,Amino Acids + B5,6.8,7,3204,4.1429,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,59.18,6.8
1070,Dr. Jart+,Peptidin™ Radiance Serum with Energy Peptides,48.0,152,6783,4.3487,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.86,35.56
1071,Edible Beauty,No. 3 Exotic Goddess Ageless Serum,57.0,72,6600,4.6528,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,6.46,57.0
1072,Caudalie,Glycolic Peel,39.0,128,15780,4.2187,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,3.3,15.6
1073,Tata Harper,Resurfacing Serum,88.0,115,9982,4.113,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,3.58,88.0
1074,Murad,Rapid Collagen Infusion,78.0,93,5450,4.2043,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,4.52,78.0
1075,Murad,Eye Lift Firming Treatment,70.0,112,7871,3.9554,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,3.53,70.0
1076,Algenist,POWER Advanced Wrinkle Fighter 360° Eye Serum,70.0,64,6385,4.0938,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.4,140.0
1077,Dr. Dennis Gross Skincare,Alpha Beta® Medi–Spa Peel ,64.0,112,9151,4.4911,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,4.01,
1078,Kate Somerville,Liquid ExfoliKate® Triple Acid Resurfacing Treatment,58.0,191,8006,4.4398,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.32,14.5
1079,Mario Badescu,Acne Facial Cleanser,15.0,28,5357,4.1786,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,14.92,2.5
1080,First Aid Beauty,Skin Rescue Acne Clearing Pads with White Clay,30.0,67,4926,4.0896,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,6.1,
1081,Origins,Plantscription™ Anti-Aging Power Serum,60.0,53,5117,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,7.55,60.0
1082,Mario Badescu,Vitamin C Serum,45.0,13,3559,4.2308,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,32.54,45.0
1083,Saturday Skin,Bright Potion Probiotic Power Serum,51.0,7,2311,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,71.43,51.0
1084,Murad,Revitalixir™ Recovery Serum,89.0,263,3947,4.4068,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.66,1.68,65.93
1085,Peter Thomas Roth,Potent-C™ Vitamin C Targeted Spot Brightener,58.0,291,4467,4.457,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,1.53,116.0
1086,boscia,Sake Hydrating and Brightening Serum,50.0,61,12051,4.4098,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,7.23,29.41
1088,KORRES,"Black Pine 3D Sculpting, Firming & Lifting Face Serum",75.0,27,3135,4.3333,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,16.05,74.26
1089,Obagi Clinical,Vitamin C+ Arbutin Brightening Serum,90.0,104,2255,4.3846,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,4.22,90.0
1090,Lancer,The Method: Polish Blemish Control,75.0,24,5059,4.7917,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,19.97,17.86
1091,L'Occitane,Immortelle Reset Overnight Reset Oil-In Serum,59.0,3,575,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.52,166.67,59.0
1092,The Ordinary,EUK 134 0.1%,8.8,3,2415,4.3333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,144.44,8.8
1093,CLINIQUE,Fresh Pressed Clinical™ Daily + Overnight Boosters with Pure Vitamin C 10% + A (Retinol),39.5,9,1627,3.8889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.55,43.21,
1094,La Mer,The Revitalizing Hydrating Serum,205.0,14,4458,4.2143,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,30.1,205.0
1095,REN Clean Skincare,Bio Retinoid Anti-Wrinkle Concentrate Oil,69.0,106,8888,4.1604,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,3.92,67.65
1096,Murad,Clarifying Toner,25.0,775,15987,4.3626,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.85,0.56,4.17
1097,Kate Somerville,Age Arrest Anti-Wrinkle Cream,90.0,68,3293,4.0588,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,5.97,52.94
1098,Skin Inc Supplement Bar,My Daily Dose Custom-Blended Serum Set,84.0,121,6219,4.2562,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,3.52,
1099,Peter Thomas Roth,Acne Clearing Wash,38.0,90,6791,4.2,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,4.67,4.47
1100,Origins,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Advanced Face Serum,56.0,64,3771,4.1406,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.47,56.0
1101,Lancer,Caviar Lime Acid Peel,90.0,338,3654,4.7041,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1.39,52.94
1102,Moon Juice,Beauty Shroom™ Plumping Jelly Serum,58.0,99,7329,4.3434,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,4.39,58.0
1103,Perricone MD,High Potency Classics: Hyaluronic Intensive Moisturizer,69.0,265,4266,4.4604,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.21,1.68,69.0
1104,HUM Nutrition,OMG! Omega The Great Fish Oil Supplement,30.0,55,7671,4.3636,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,7.93,
